tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound
"['ramadan', 'thinking']",ramadan thinking,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['ramadan', 'time', 'purify', 'soul', 'seek', 'blessings', 'allah', '']",ramadan time purify soul seek blessings allah,positive,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.0,0.632,0.368,0.5423
"['ramadan', 'time', 'reflection', 'spiritual', 'renewal', 'generosity', 'begin', 'holy', 'month', 'may', 'find', 'strength', 'prayer', 'peace', 'kindness', 'fulfillment', 'charity', 'ramadan', 'kareem']",ramadan time reflection spiritual renewal generosity begin holy month may find strength prayer peace kindness fulfillment charity ramadan kareem,positive,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.9413}",0.0,0.47,0.53,0.9413
"['ramadan', 'time', 'spiritual', 'renewal', 'rejuvenation', 'let s', 'seize', 'opportunity', 'cleanse', 'hearts', 'renew', 'intentions', 'draw', 'closer', 'allah', 'may', 'month', 'bring', 'us', 'peace', 'enlightenment']",ramadan time spiritual renewal rejuvenation let s seize opportunity cleanse hearts renew intentions draw closer allah may month bring us peace enlightenment,positive,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.891}",0.0,0.642,0.358,0.891
"['ramadan', 'upon', 'us', 'giving', 'away', 'x', 'accounts', 'free', 'celebrate', 'win', 'share', 'funding', 'follow', 'like', 'post', 'repost', 'tag', 'friends', 'replies', 'pick', 'winners', 'get', 'funding', 'ramadan', 'kareem']",ramadan upon us giving away x accounts free celebrate win share funding follow like post repost tag friends replies pick winners get funding ramadan kareem,positive,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.9723}",0.0,0.414,0.586,0.9723
"['', 'ramadan', 'vibes', 'city', 'jerusalem']",ramadan vibes city jerusalem,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['ramadan', 'week', 'update', 'iftar', 'meals', 'distributed', 'two', 'holy', 'mosques', 'providing', 'nourishment', 'fasting', 'pilgrims', 'visitors', 'join', 'impactful', 'initiative', 'contribute', 'iftar', 'meal', 'distribution', 'makkah', 'madinah', 'participation', 'ensures']",ramadan week update iftar meals distributed two holy mosques providing nourishment fasting pilgrims visitors join impactful initiative contribute iftar meal distribution makkah madinah participation ensures,positive,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.296}",0.0,0.916,0.084,0.296
"['ran', 'us', 'broke', 'hearts', 'prepared', 'meals', 'enough', 'seeing', 'many', 'homeless', 'people', 'train', 'station', 'opened', 'eyes', 'even', 'police', 'supported', 'us', 'ramadan', 'truly', 'realized', 'much', 'take', 'granted', 'ramadan', 'fasting']",ran us broke hearts prepared meals enough seeing many homeless people train station opened eyes even police supported us ramadan truly realized much take granted ramadan fasting,positive,"{'neg': 0.075, 'neu': 0.565, 'pos': 0.36, 'compound': 0.8625}",0.075,0.565,0.36,0.8625
"['rank', 'lets', 'fucking', 'go', 'ramadan', 'buff']",rank lets fucking go ramadan buff,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['rare', 'video', 'afghanistan', 'players', 'breaking', 'fast', 'international', 'match', 'month', 'ramadan', 'last', 'year', 'respect']",rare video afghanistan players breaking fast international match month ramadan last year respect,positive,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4767}",0.0,0.795,0.205,0.4767
"['ready', 'ramadan']",ready ramadan,positive,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.0,0.286,0.714,0.3612
"['reason', 'ramadan', 'brings', 'best', 'reason', 'feel', 'spiritual', 'best', 'blessed', 'month', 'engaging', 'constant', 'worship', 'allah', 'swt', 'read', 'repentance', 'breaking', 'habit', 'sin']",reason ramadan brings best reason feel spiritual best blessed month engaging constant worship allah swt read repentance breaking habit sin,positive,"{'neg': 0.104, 'neu': 0.406, 'pos': 0.49, 'compound': 0.9231}",0.104,0.406,0.49,0.9231
"['recite', 'dua', 'frequently', 'especially', 'ramadan']",recite dua frequently especially ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['reconnect', 'allah', 'cleanse', 'heart', 'ramadan', 'imran', 'khans', 'invaluable', 'insights', 'soon', 'ia']",reconnect allah cleanse heart ramadan imran khans invaluable insights soon ia,positive,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.0,0.704,0.296,0.6369
"['reg', 'lexus', 'rx', 'model', 'full', 'option', 'keyless', 'entry', 'white', 'black', 'upholstery', 'reverse', 'camera', 'sunroof', 'powerboot', 'price', 'location', 'ogba', 'ramadan', 'lambo', 'burna', 'natasha', 'akpabio', 'hallelujahfestival', 'fubara', 'sophie', 'rivers', 'wike', 'amin', 'ireti', 'supreme', 'court', 'may', 'allah', 'sahur', 'ibadah']",reg lexus rx model full option keyless entry white black upholstery reverse camera sunroof powerboot price location ogba ramadan lambo burna natasha akpabio hallelujahfestival fubara sophie rivers wike amin ireti supreme court may allah sahur ibadah,positive,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5574}",0.0,0.907,0.093,0.5574
"['regarding', 'last', 'post', 'asking', 'christian', 'association', 'nigeria', 'threaten', 'muslim', 'ummah', 'lawsuit', 'temporal', 'closure', 'schools', 'ramadan', 'see', 'people', 'claiming', 'new', 'year', 'holidays', 'festivities', 'general', 'saying', 'new', 'year']",regarding last post asking christian association nigeria threaten muslim ummah lawsuit temporal closure schools ramadan see people claiming new year holidays festivities general saying new year,positive,"{'neg': 0.14, 'neu': 0.683, 'pos': 0.177, 'compound': 0.296}",0.14,0.683,0.177,0.296
"['regardless', 'result', 'performance', 'noussair', 'mazraoui', 'put', 'min', 'whilst', 'fasting', 'month', 'ramadan']",regardless result performance noussair mazraoui put min whilst fasting month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['regularly', 'see', 'institutional', 'guidance', 'instructing', 'staff', 'members', 'eat', 'drink', 'presence', 'colleagues', 'fasting', 'ramadan', 'surely', 'respect', 'religious', 'practises', 'extend', 'pressurised', 'compliance', 'practises']",regularly see institutional guidance instructing staff members eat drink presence colleagues fasting ramadan surely respect religious practises extend pressurised compliance practises,positive,"{'neg': 0.054, 'neu': 0.651, 'pos': 0.295, 'compound': 0.743}",0.054,0.651,0.295,0.743
"['remember', 'ramadan', 'kyrie', 'last', 'year', 'context', 'kyrie', 'irving', 'muslim', 'fasts', 'sunrise', 'sunset', 'month-long', 'period', 'year', 'march', 'april', 'kyrie', 'fire', 'last', 'year s', 'ramadan', 'per', '', 'ppg', 'apg', 'rpg']",remember ramadan kyrie last year context kyrie irving muslim fasts sunrise sunset month-long period year march april kyrie fire last year s ramadan per ppg apg rpg,negative,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.34}",0.085,0.915,0.0,-0.34
"['residents', 'organize', 'communal', 'iftar', 'rafah', 'third', 'day', 'ramadan']",residents organize communal iftar rafah third day ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['respecting', 'women', 'first', 'step', 'toward', 'achieving', 'true', 'gender', 'equality', 'good', 'morning', 'ramadan', 'kareem']",respecting women first step toward achieving true gender equality good morning ramadan kareem,positive,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.836}",0.0,0.529,0.471,0.836
"['returned', 'market', 'without', 'buying', 'anything', 'palestinians', 'preparing', 'ramadan', 'say', 'cannot', 'afford', 'food', 'prices', 'soar', 'israel', 'blocked', 'aid', 'trucks', 'entering', 'gaza']",returned market without buying anything palestinians preparing ramadan say cannot afford food prices soar israel blocked aid trucks entering gaza,negative,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.2732}",0.1,0.9,0.0,-0.2732
"['right', 'bots', 'evolving', 'one', 'replied', 'w', 'n', 'de', 'today', 'like', 'framadan']",right bots evolving one replied w n de today like framadan,positive,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.8,0.2,0.3612
"['rip', 'great', 'britain', '', 'king', 'charles', 'hosts', 'ramadan', 'iftar', 'windsor', 'castle', 'first', 'time', 'uk', 'naya', 'pakistan']",rip great britain king charles hosts ramadan iftar windsor castle first time uk naya pakistan,positive,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.0,0.773,0.227,0.6249
"['ruins', 'destroyed', 'home', 'despite', 'cold', 'without', 'shelter', 'palestinian', 'family', 'share', 'ramadan', 'breakfast', 'gaza']",ruins destroyed home despite cold without shelter palestinian family share ramadan breakfast gaza,negative,"{'neg': 0.333, 'neu': 0.546, 'pos': 0.12, 'compound': -0.5994}",0.333,0.546,0.12,-0.5994
"['sadiq', 'khan', 'mayor', 'london', 'love', 'london', 'interested', 'promoting', 'ramadan', 'destroyed', 'beautiful', 'capital', 'made', 'lawless', 'unforgivable', 'jail', 'agree']",sadiq khan mayor london love london interested promoting ramadan destroyed beautiful capital made lawless unforgivable jail agree,positive,"{'neg': 0.107, 'neu': 0.367, 'pos': 0.527, 'compound': 0.9118}",0.107,0.367,0.527,0.9118
"['sami', 'zayn', 'wrestled', 'brutal', 'unsanctioned', 'match', 'month', 'ramadan', 'warrior']",sami zayn wrestled brutal unsanctioned match month ramadan warrior,negative,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.6249}",0.339,0.661,0.0,-0.6249
"['saudi', 'arabia', 'trying', 'decrease', 'extremism', 'ramadan', 'western', 'countries', 'welcome', 'islamist', 'preachers', 'terror', 'sympathizers', 'open', 'arms', 'saudi', 'arabia', 'cracking', 'let', 'sink']",saudi arabia trying decrease extremism ramadan western countries welcome islamist preachers terror sympathizers open arms saudi arabia cracking let sink,negative,"{'neg': 0.139, 'neu': 0.738, 'pos': 0.123, 'compound': -0.1027}",0.139,0.738,0.123,-0.1027
"['saudi', 'crown', 'prince', 'mbs', 'slays', 'radicalism', 'saudi', 'arabia', 'redefines', 'islamic', 'law', 'vision', 'mbs', 'limits', 'hadith', 'mutawatir', 'sidelining', 'curb', 'extremism', 'align', 'modern', 'governance', 'bold', 'step', 'toward', 'moderation', 'may', 'mbs', 'live', 'long', 'well', 'ramadan']",saudi crown prince mbs slays radicalism saudi arabia redefines islamic law vision mbs limits hadith mutawatir sidelining curb extremism align modern governance bold step toward moderation may mbs live long well ramadan,positive,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6908}",0.0,0.812,0.188,0.6908
"['saw', 'news', 'anakalaev', 'ramadan', 'fight', 'camp', 'eat', 'fun', 'thing', 'alex', 'used', 'muslim', 'still', 'know', 'maybe', 'alex', 'much', 'fasting', 'adept', 'may', 'allah', 'bless', 'bring', 'good', 'fight']",saw news anakalaev ramadan fight camp eat fun thing alex used muslim still know maybe alex much fasting adept may allah bless bring good fight,positive,"{'neg': 0.152, 'neu': 0.585, 'pos': 0.263, 'compound': 0.5859}",0.152,0.585,0.263,0.5859
"['say', 'du a', 'every', 'night', 'ramadan', 'included', 'list', '']",say du a every night ramadan included list,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['', 'scenes', 'isha', 'tarawih', 'prayers', 'blessed', 'al-aqsa', 'mosque', 'first', 'day', 'ramadan']",scenes isha tarawih prayers blessed al-aqsa mosque first day ramadan,positive,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.5994}",0.0,0.698,0.302,0.5994
"['sch', 'pondok', 'ramadan', 'online', 'guys']",sch pondok ramadan online guys,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['second', 'annual', 'iftar', 'outside', 'imperial', 'israeli', 'embassy', 'dc', 'ramadan', 'mubarak']",second annual iftar outside imperial israeli embassy dc ramadan mubarak,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['see', 'ramadan', 'competition', 'others', 'much', 'qur', 'read', 'must', 'remember', 'reciting', 'allah', '', 'words', 'revealed', 'prophet', '', 'endured', 'much', 'deliver', 'give', 'best', 'due', 'right']",see ramadan competition others much qur read must remember reciting allah words revealed prophet endured much deliver give best due right,positive,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.0,0.826,0.174,0.6369
"['seems', 'israel', 'wants', 'man', 'wear', 'military', 'uniform', 'ramadan', '', 'yen', 'ready', '']",seems israel wants man wear military uniform ramadan yen ready,positive,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.0,0.783,0.217,0.3612
"['set', 'ramadan', 'goals', 'may', 'allah', 'make', 'easy', 'us']",set ramadan goals may allah make easy us,positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.0,0.707,0.293,0.4404
"['seyi', 'son', 'president', 'bola', 'tinubu', 'monday', 'evening', 'joined', 'many', 'kano', 'residents', 'including', 'state', 'chairman', 'new', 'nigerian', 'peoples', 'party', 'hashimu', 'dugurawa', 'break', 'third-day', 'ramadan', 'fast']",seyi son president bola tinubu monday evening joined many kano residents including state chairman new nigerian peoples party hashimu dugurawa break third-day ramadan fast,positive,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.0,0.895,0.105,0.4019
"['seyi', 'tinubu', 'today', 'paid', 'visit', 'emir', 'zazzau', 'distributed', 'ramadan', 'packages', 'local', 'community']",seyi tinubu today paid visit emir zazzau distributed ramadan packages local community,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['sha', 'allah', 'next', 'ramadan', 'living', 'dua s', 'making', 'ramadan', 'ameen']",sha allah next ramadan living dua s making ramadan ameen,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['sha', 'allah', 'ramadan', 'fix', 'heart', '']",sha allah ramadan fix heart,positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369
"['shaytan', 'chained', 'ram dan', 'still', 'bad', 'thoughts', 'thread']",shaytan chained ram dan still bad thoughts thread,negative,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.333,0.667,0.0,-0.5423
"['shocking', 'jharkhand', 'govt', 'admits', 'schools', 'friday', 'holiday', 'instead', 'sunday', 'bjp', 'mp', 'unearthed', 'startling', 'fact', 'actual', 'numbers', 'could', 'thousands', 'special', 'arrangements', 'weekly', 'namaz', 'ramadan', 'month', 'huge', 'congress', 'ka', 'baap', 'rohit']",shocking jharkhand govt admits schools friday holiday instead sunday bjp mp unearthed startling fact actual numbers could thousands special arrangements weekly namaz ramadan month huge congress ka baap rohit,positive,"{'neg': 0.073, 'neu': 0.623, 'pos': 0.304, 'compound': 0.7579}",0.073,0.623,0.304,0.7579
"['shutting', 'times', 'square', 'ramadan']",shutting times square ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['since', 'ramadan', 'round', 'corner', 'let', 'bring', 'back']",since ramadan round corner let bring back,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['sitting', 'next', 'making', 'video', 'chest', 'abdul', 'caught', 'beaten', 'women', 'ramadan']",sitting next making video chest abdul caught beaten women ramadan,negative,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0.237,0.763,0.0,-0.4215
"['sneako', 'accidentally', 'breaks', 'fast', 'forgets', 'ramadan']",sneako accidentally breaks fast forgets ramadan,negative,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",0.324,0.676,0.0,-0.34
"['sneako', 'raised', 'palestine', 'ramadan', 'last', 'year', 'inshallah', 'doubles', 'ramadan', 'month', '']",sneako raised palestine ramadan last year inshallah doubles ramadan month,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['sneako', 'realizes', 'much', 'better', 'kyrie', 'performs', 'fasting', 'ramadan', '']",sneako realizes much better kyrie performs fasting ramadan,positive,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.0,0.707,0.293,0.4404
"['sneako', 'responds', 'people', 'saying', 'ramadan', 'skipping', 'lunch']",sneako responds people saying ramadan skipping lunch,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['son', 'first', 'birthday', 'falling', 'first', 'day', 'ramadan', 'means', 'much']",son first birthday falling first day ramadan means much,negative,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}",0.167,0.833,0.0,-0.1531
"['sonam', 'kapoor', 'wishes', 'ramadan', 'kareem', 'sonam', 'kaoor', 'loves', 'eating', 'mutton', 'chicken', 'eid', 'sonam', 'kapoor', 'loves', 'celebrating', 'xmas', 'thanksgiving', 'stuffed', 'turkey', 'christmas', 'trees', 'sonam', 'kapoor', 'becomes', 'environmentalist', 'peta', 'activist', 'bird', 'lover', 'wali', 'holi', 'kite']",sonam kapoor wishes ramadan kareem sonam kaoor loves eating mutton chicken eid sonam kapoor loves celebrating xmas thanksgiving stuffed turkey christmas trees sonam kapoor becomes environmentalist peta activist bird lover wali holi kite,positive,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9477}",0.0,0.629,0.371,0.9477
"['spain', 'restaurateur', 'threatened', 'staying', 'open', 'day', 'ramadan', 'remain', 'open', 'also', 'put', 'ham', 'tables', 'big', 'middle', 'finger']",spain restaurateur threatened staying open day ramadan remain open also put ham tables big middle finger,negative,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4588}",0.167,0.833,0.0,-0.4588
"['speaks', 'nigerian', 'students', 'shameful', 'silence', 'nans', 'recent', 'closure', 'schools', 'northern', 'states', 'due', 'ramadan', 'exposed', 'failure', 'national', 'association', 'nigerian', 'students', 'nans', 'fulfil', 'fundamental', 'duty', 'voice']",speaks nigerian students shameful silence nans recent closure schools northern states due ramadan exposed failure national association nigerian students nans fulfil fundamental duty voice,negative,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.7783}",0.271,0.729,0.0,-0.7783
"['special', 'ramadan', 'session', 'iftar', 'course']",special ramadan session iftar course,positive,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.0,0.597,0.403,0.4019
"['speed', 'wishes', 'everyone', 'ramadan', 'mubarak', '']",speed wishes everyone ramadan mubarak,positive,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.1531}",0.0,0.714,0.286,0.1531
"['spend', 'year', 'feeding', 'bodies', 'neglecting', 'souls', 'ramadan', 'divine', 'reset', 'never', 'knew', 'needed']",spend year feeding bodies neglecting souls ramadan divine reset never knew needed,positive,"{'neg': 0.166, 'neu': 0.613, 'pos': 0.221, 'compound': 0.2263}",0.166,0.613,0.221,0.2263
"['sports', 'ramadan', 'breakfasting']",sports ramadan breakfasting,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['st', 'night', 'ramadan', 'taraweeh', 'prayers', 'makkah']",st night ramadan taraweeh prayers makkah,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['starmer', 'parliament', 'ramadan', 'event', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'gaza', 'suffering', 'palestinians', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'yen']",starmer parliament ramadan event difficult time muslims uk pain conflict gaza suffering palestinians difficult time muslims uk pain conflict yen,negative,"{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.9538}",0.598,0.402,0.0,-0.9538
"['started', 'vs', 'going', 'ramadan']",started vs going ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['starting', 'ramadan', 'intense', 'work']",starting ramadan intense work,positive,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",0.0,0.698,0.302,0.0772
"['still', 'feel', 'pain', 'human', 'ramadan', 'gaza']",still feel pain human ramadan gaza,negative,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.5106}",0.398,0.602,0.0,-0.5106
"['stoke-on-trent', 'train', 'station', 'muslims', 'breaking', 'ramadan', 'fast', 'offered', 'free', 'halal', 'food', 'meanwhile', 'local', 'homeless', 'area', 'given', 'nothing', 'country', 'joke']",stoke-on-trent train station muslims breaking ramadan fast offered free halal food meanwhile local homeless area given nothing country joke,positive,"{'neg': 0.085, 'neu': 0.766, 'pos': 0.149, 'compound': 0.3425}",0.085,0.766,0.149,0.3425
"['stood', 'deck', 'right', 'listening', 'birds', 'tweeting', 'looking', 'beautiful', 'moon', 'happy', 'shrove', 'tuesday', 'prince', 'charles', 'calls', 'king', 'charles', 'calls', 'ramadan']",stood deck right listening birds tweeting looking beautiful moon happy shrove tuesday prince charles calls king charles calls ramadan,positive,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8225}",0.0,0.691,0.309,0.8225
"['stopped', 'ramadan', 'may', 'allah', 'distance', 'forever', 'started', 'ramadan', 'may', 'allah', 'strengthen', 'sustain', 'beyond', 'ramadan', 'aameen']",stopped ramadan may allah distance forever started ramadan may allah strengthen sustain beyond ramadan aameen,positive,"{'neg': 0.11, 'neu': 0.756, 'pos': 0.134, 'compound': 0.1027}",0.11,0.756,0.134,0.1027
"['struggling', 'parc', 'des', 'princes', 'stadium', 'ramadan', 'could', 'never', 'us']",struggling parc des princes stadium ramadan could never us,negative,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.259,0.741,0.0,-0.4215
"['subhan', 'allah', 'amazing', 'see', 'ummah', 'preparing', 'asr', 'th', 'day', 'ramadan']",subhan allah amazing see ummah preparing asr th day ramadan,positive,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}",0.0,0.703,0.297,0.5859
"['sunnah', 'complete', 'qur an', 'month', 'ramadan']",sunnah complete qur an month ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['sunnah', 'way', 'break', 'fast', 'ramad n', '', 'thread']",sunnah way break fast ramad n thread,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['supercharge', 'trades', 'win', 'usdt', 'prize', 'pool', 'join', 'kucoin', 'futures', 'trading', 'competition', 'ramadan', 'compete', 'share', 'prize', 'pool', 'kucoin', 'futurestrading', 'ramadantrading']",supercharge trades win usdt prize pool join kucoin futures trading competition ramadan compete share prize pool kucoin futurestrading ramadantrading,positive,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.93}",0.0,0.486,0.514,0.93
"['support', 'successfully', 'launched', 'first', 'food', 'pack', 'distribution', 'drive', 'providing', 'iftar', 'dinners', 'food', 'packs', 'families', 'anarkali', 'lahore', 'beginning', 'join', 'us', 'spreading', 'kindness', 'ensuring', 'one', 'goes', 'hungry', 'ramadan']",support successfully launched first food pack distribution drive providing iftar dinners food packs families anarkali lahore beginning join us spreading kindness ensuring one goes hungry ramadan,positive,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9136}",0.0,0.576,0.424,0.9136
"['talib', 'afghanistan', 'women', 'banned', 'praying', 'mosques', 'holy', 'month', 'ramadan', 'ban', 'enforced', 'herat', 'kandahar', 'women', 'forcibly', 'expelled', 'mosques', 'taraweeh', 'prayers', 'kandahar']",talib afghanistan women banned praying mosques holy month ramadan ban enforced herat kandahar women forcibly expelled mosques taraweeh prayers kandahar,negative,"{'neg': 0.317, 'neu': 0.59, 'pos': 0.092, 'compound': -0.7269}",0.317,0.59,0.092,-0.7269
"['talib', 'leaders', 'live', 'luxury', 'afghan', 'burqa-clad', 'women', 'beg', 'piece', 'bread', 'ramadan', 'khost', 'city', 'heartland', 'haqqanis', 'women', 'work', 'un-islamic', 'begging', 'streets', 'somehow', 'islamic', 'acceptable']",talib leaders live luxury afghan burqa-clad women beg piece bread ramadan khost city heartland haqqanis women work un-islamic begging streets somehow islamic acceptable,positive,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",0.0,0.905,0.095,0.3182
"['talib', 'welcomed', 'american', 'porn', 'star', 'whitney', 'wright', 'holy', 'month', 'ramadan', 'granting', 'visa', 'security', 'escort', 'access', 'multiple', 'cities', 'including', 'kabul', 'herat', 'mazar-i-sharif', 'bamyan', 'shared', 'photos', 'band-e', 'amir', 'afghan', 'women', 'banned']",talib welcomed american porn star whitney wright holy month ramadan granting visa security escort access multiple cities including kabul herat mazar-i-sharif bamyan shared photos band-e amir afghan women banned,positive,"{'neg': 0.082, 'neu': 0.658, 'pos': 0.26, 'compound': 0.6705}",0.082,0.658,0.26,0.6705
"['taraweeh', 'arrives', 'ramadan', 'soothes', 'soul', 'leaves', 'us', 'full', 'blessings']",taraweeh arrives ramadan soothes soul leaves us full blessings,positive,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5423}",0.0,0.696,0.304,0.5423
"['taraweeh', 'prayers', 'masjid', 'al', 'haram', 'th', 'night', 'ramadan']",taraweeh prayers masjid al haram th night ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['tate', 'brothers', 'feeding', 'hundreds', 'orphans', 'ramadan', '']",tate brothers feeding hundreds orphans ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['taxpayer', 'funded', 'ramadan', 'food', 'packs', 'muslim', 'prisoners', 'rewarding', 'muslim', 'rapists', 'prison']",taxpayer funded ramadan food packs muslim prisoners rewarding muslim rapists prison,negative,"{'neg': 0.512, 'neu': 0.329, 'pos': 0.16, 'compound': -0.8176}",0.512,0.329,0.16,-0.8176
"['tell', 'vatican', 'state', 'apostasy', 'celebrates', 'ramadan', 'equivalent', 'lent']",tell vatican state apostasy celebrates ramadan equivalent lent,positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.0,0.654,0.346,0.5719
"['ten', 'du as', 'change', 'life', 'ramadan', '', 'thread']",ten du as change life ramadan thread,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['th', 'ramadan', 'prayer', 'ya', 'rabbi', 'give', 'jobs', 'jobless']",th ramadan prayer ya rabbi give jobs jobless,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
