tweet_clean,Tweet,sentiment,neg,neu,pos,compound
"['ramadan', 'reminders', 'ramadan', 'day', 'teaches', 'us', 'charity', 'charity', 'plays', 'significant', 'role', 'blessed', 'month', 'ramadan', 'may', 'find', 'hearts', 'give', 'generously', 'remember', 'sharing', 'reduce', 'blessings', 'multiplies', 'ramadanmubarak']",ramadan reminders ramadan day teaches us charity charity plays significant role blessed month ramadan may find hearts give generously remember sharing reduce blessings multiplies ramadanmubarak,positive,0.0,0.375,0.625,0.9769
"['ramadan', 'reminds', 'us', 'grateful', 'blessings', 'often', 'take', 'granted', 'wonderful', 'thursday', 'morning', 'xfam', '']",ramadan reminds us grateful blessings often take granted wonderful thursday morning xfam,positive,0.0,0.396,0.604,0.9042
"['ramadan', 'resolve', 'fascism', 'pakistan', 'stands', 'vindicated', 'insha', 'allah', 'matter', 'time', 'junta', 'gen asim munir butcher of pakistan', 'fall', 'weight', 'crimes', 'people', 'pakistan', 'humanity', 'large']",ramadan resolve fascism pakistan stands vindicated insha allah matter time junta gen asim munir butcher of pakistan fall weight crimes people pakistan humanity large,positive,0.0,0.764,0.236,0.6705
"['ramadan', 'service', 'mosque', 'windsor', 'castle', 'england']",ramadan service mosque windsor castle england,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'show', 'gaza', 'city', 'hours', 'ago', 'ongoing', 'genocide']",ramadan show gaza city hours ago ongoing genocide,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'singer', 'naira', 'marley', 'shares', 'shocking', 'revelation', 'muslim', 'faithfuls']",ramadan singer naira marley shares shocking revelation muslim faithfuls,negative,0.227,0.588,0.185,-0.128
"['ramadan', 'sleep', 'schedule', 'extremely', 'cooked', 'simultaneously', 'awake', 'asleep', 'entire', 'time']",ramadan sleep schedule extremely cooked simultaneously awake asleep entire time,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'slow', 'please']",ramadan slow please,positive,0.0,0.465,0.535,0.3182
"['ramadan', 'souls', 'find', 'renewal', 'worship', 'devotion', 'ramadanthesaudiway']",ramadan souls find renewal worship devotion ramadanthesaudiway,positive,0.0,0.49,0.51,0.6369
"['ramadan', 'special', 'month', 'waste', 'make', 'effort', 'almighty', 'given', 'us', 'concessions', 'huge', 'rewards', 'losing', 'would', 'foolish']",ramadan special month waste make effort almighty given us concessions huge rewards losing would foolish,positive,0.305,0.366,0.329,0.1531
"['ramadan', 'spirit', 'rises', 'every', 'prayer', 'ramadanthesaudiway']",ramadan spirit rises every prayer ramadanthesaudiway,positive,0.0,0.746,0.254,0.1779
"['ramadan', 'started']",ramadan started,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'starving', 'go', 'iftar', 'meals', 'sleep', 'day', 'pray', 'read', 'quran', 'give', 'charity', 'good', 'deeds', 'example', 'take', 'advantage', 'amazing', 'month', 'another', 'opportunity', 'us', 'close', 'creator', 'forgiven', 'past', 'mistakes']",ramadan starving go iftar meals sleep day pray read quran give charity good deeds example take advantage amazing month another opportunity us close creator forgiven past mistakes,positive,0.125,0.424,0.452,0.9169
"['ramadan', 'tafseer', 'ah', '', 'exegesis', 'discussed', 'completion', 'chapter', 'verse', 'major', 'lessons', 'learned', 'believers', 'afflicted', 'world', 'affliction', 'trial', 'strengthen', 'believer', 'spiritually', 'affliction', 'trial', 'calamity', 'serve', 'expiation']",ramadan tafseer ah exegesis discussed completion chapter verse major lessons learned believers afflicted world affliction trial strengthen believer spiritually affliction trial calamity serve expiation,negative,0.093,0.821,0.086,-0.0516
"['ramadan', 'tafseer', 'ah', 'lesson', 'extensively', 'discussed', 'stages', 'emotional', 'intelligence', 'self-awareness', 'self-regulation', 'motivation', 'empathy', 'social', 'skills', 'effectively', 'manage', 'challenging', 'situations', 'may', 'allah', 'continue', 'make', 'us', 'among', 'major']",ramadan tafseer ah lesson extensively discussed stages emotional intelligence self-awareness self-regulation motivation empathy social skills effectively manage challenging situations may allah continue make us among major,positive,0.0,0.644,0.356,0.8625
"['ramadan', 'tafseer', 'exegesis', 'discussed', 'verse', 'chapter', 'glorious', 'qur an', 'translation', 'verse', 'turned', 'back', 'day', 'two', 'hosts', 'met', 'e', 'battle', 'uhud', 'sat', 'caused', 'backslide', 'sins']",ramadan tafseer exegesis discussed verse chapter glorious qur an translation verse turned back day two hosts met e battle uhud sat caused backslide sins,negative,0.182,0.682,0.136,-0.1027
"['ramadan', 'tafseer', 'lesson', 'continues', 'explain', 'trials', 'faced', 'sahaba', 'ra', 'self-defence', 'uhud', 'additionally', 'exegesis', 'highlighted', 'importance', 'effective', 'teamwork', 'collaboration', 'excellent', 'communication', 'team', 'management', 'leadership']",ramadan tafseer lesson continues explain trials faced sahaba ra self-defence uhud additionally exegesis highlighted importance effective teamwork collaboration excellent communication team management leadership,positive,0.0,0.683,0.317,0.8519
"['ramadan', 'tafseer', 'lesson', 'focused', 'battle', 'uhud', 'prophet', 'companions', 'fought', 'self-defense', 'additionally', 'disobeying', 'allah', 'receiving', 'favour', 'considered', 'sinful', 'disobeying', 'receiving', 'favour', 'ultimately', 'allah']",ramadan tafseer lesson focused battle uhud prophet companions fought self-defense additionally disobeying allah receiving favour considered sinful disobeying receiving favour ultimately allah,neutral,0.258,0.486,0.255,-0.0258
"['ramadan', 'tafseer', 'may', 'allah', 'continue', 'guide', 'guard', 'us', 'blessed', 'month', 'ramadan', 'ramadan', 'ramadanmubarak', 'ramadan', 'ramadan']",ramadan tafseer may allah continue guide guard us blessed month ramadan ramadan ramadanmubarak ramadan ramadan,positive,0.0,0.782,0.218,0.5994
"['ramadan', 'tafseer', 'may', 'allah', 'increase', 'us', 'knowledge', 'beneficial', 'humanity', 'ramadanmubarak', 'ramadan']",ramadan tafseer may allah increase us knowledge beneficial humanity ramadanmubarak ramadan,positive,0.0,0.634,0.366,0.6369
"['ramadan', 'tafseer', 'ramadan', 'tafseer', 'discussed', 'chapter', 'verse', 'small', 'part', 'verse', 'key', 'lessons', 'include', 'death', 'inevitable', 'life', 'world', 'temporary', 'matter', 'long', 'live', 'people', 'leave', 'world', 'death', 'occur']",ramadan tafseer ramadan tafseer discussed chapter verse small part verse key lessons include death inevitable life world temporary matter long live people leave world death occur,negative,0.28,0.685,0.034,-0.836
"['ramadan', 'taiwan', 'begins', 'started', 'day', 'prayers', 'visited', 'orphanage', 'full', 'beautiful', 'hearts', 'broke', 'fast', 'water', 'eleven', 'ended', 'night', 'street', 'food', 'bubble', 'tea', 'ramadan', 'everywhere', 'long', 'heart', 'pure', 'taiwan', 'ramadan', 'muslims']",ramadan taiwan begins started day prayers visited orphanage full beautiful hearts broke fast water eleven ended night street food bubble tea ramadan everywhere long heart pure taiwan ramadan muslims,positive,0.07,0.622,0.308,0.891
"['ramadan', 'thinking']",ramadan thinking,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'time', 'purify', 'soul', 'seek', 'blessings', 'allah', '']",ramadan time purify soul seek blessings allah,positive,0.0,0.632,0.368,0.5423
"['ramadan', 'time', 'reflection', 'spiritual', 'renewal', 'generosity', 'begin', 'holy', 'month', 'may', 'find', 'strength', 'prayer', 'peace', 'kindness', 'fulfillment', 'charity', 'ramadan', 'kareem']",ramadan time reflection spiritual renewal generosity begin holy month may find strength prayer peace kindness fulfillment charity ramadan kareem,positive,0.0,0.47,0.53,0.9413
"['ramadan', 'time', 'spiritual', 'renewal', 'rejuvenation', 'let s', 'seize', 'opportunity', 'cleanse', 'hearts', 'renew', 'intentions', 'draw', 'closer', 'allah', 'may', 'month', 'bring', 'us', 'peace', 'enlightenment']",ramadan time spiritual renewal rejuvenation let s seize opportunity cleanse hearts renew intentions draw closer allah may month bring us peace enlightenment,positive,0.0,0.642,0.358,0.891
"['ramadan', 'upon', 'us', 'giving', 'away', 'x', 'accounts', 'free', 'celebrate', 'win', 'share', 'funding', 'follow', 'like', 'post', 'repost', 'tag', 'friends', 'replies', 'pick', 'winners', 'get', 'funding', 'ramadan', 'kareem']",ramadan upon us giving away x accounts free celebrate win share funding follow like post repost tag friends replies pick winners get funding ramadan kareem,positive,0.0,0.414,0.586,0.9723
"['', 'ramadan', 'vibes', 'city', 'jerusalem']",ramadan vibes city jerusalem,neutral,0.0,1.0,0.0,0.0
"['ramadan', 'week', 'update', 'iftar', 'meals', 'distributed', 'two', 'holy', 'mosques', 'providing', 'nourishment', 'fasting', 'pilgrims', 'visitors', 'join', 'impactful', 'initiative', 'contribute', 'iftar', 'meal', 'distribution', 'makkah', 'madinah', 'participation', 'ensures']",ramadan week update iftar meals distributed two holy mosques providing nourishment fasting pilgrims visitors join impactful initiative contribute iftar meal distribution makkah madinah participation ensures,positive,0.0,0.916,0.084,0.296
"['ran', 'us', 'broke', 'hearts', 'prepared', 'meals', 'enough', 'seeing', 'many', 'homeless', 'people', 'train', 'station', 'opened', 'eyes', 'even', 'police', 'supported', 'us', 'ramadan', 'truly', 'realized', 'much', 'take', 'granted', 'ramadan', 'fasting']",ran us broke hearts prepared meals enough seeing many homeless people train station opened eyes even police supported us ramadan truly realized much take granted ramadan fasting,positive,0.075,0.565,0.36,0.8625
"['rank', 'lets', 'fucking', 'go', 'ramadan', 'buff']",rank lets fucking go ramadan buff,neutral,0.0,1.0,0.0,0.0
"['rare', 'video', 'afghanistan', 'players', 'breaking', 'fast', 'international', 'match', 'month', 'ramadan', 'last', 'year', 'respect']",rare video afghanistan players breaking fast international match month ramadan last year respect,positive,0.0,0.795,0.205,0.4767
"['ready', 'ramadan']",ready ramadan,positive,0.0,0.286,0.714,0.3612
"['reason', 'ramadan', 'brings', 'best', 'reason', 'feel', 'spiritual', 'best', 'blessed', 'month', 'engaging', 'constant', 'worship', 'allah', 'swt', 'read', 'repentance', 'breaking', 'habit', 'sin']",reason ramadan brings best reason feel spiritual best blessed month engaging constant worship allah swt read repentance breaking habit sin,positive,0.104,0.406,0.49,0.9231
"['recite', 'dua', 'frequently', 'especially', 'ramadan']",recite dua frequently especially ramadan,neutral,0.0,1.0,0.0,0.0
"['reconnect', 'allah', 'cleanse', 'heart', 'ramadan', 'imran', 'khans', 'invaluable', 'insights', 'soon', 'ia']",reconnect allah cleanse heart ramadan imran khans invaluable insights soon ia,positive,0.0,0.704,0.296,0.6369
"['reg', 'lexus', 'rx', 'model', 'full', 'option', 'keyless', 'entry', 'white', 'black', 'upholstery', 'reverse', 'camera', 'sunroof', 'powerboot', 'price', 'location', 'ogba', 'ramadan', 'lambo', 'burna', 'natasha', 'akpabio', 'hallelujahfestival', 'fubara', 'sophie', 'rivers', 'wike', 'amin', 'ireti', 'supreme', 'court', 'may', 'allah', 'sahur', 'ibadah']",reg lexus rx model full option keyless entry white black upholstery reverse camera sunroof powerboot price location ogba ramadan lambo burna natasha akpabio hallelujahfestival fubara sophie rivers wike amin ireti supreme court may allah sahur ibadah,positive,0.0,0.907,0.093,0.5574
"['regarding', 'last', 'post', 'asking', 'christian', 'association', 'nigeria', 'threaten', 'muslim', 'ummah', 'lawsuit', 'temporal', 'closure', 'schools', 'ramadan', 'see', 'people', 'claiming', 'new', 'year', 'holidays', 'festivities', 'general', 'saying', 'new', 'year']",regarding last post asking christian association nigeria threaten muslim ummah lawsuit temporal closure schools ramadan see people claiming new year holidays festivities general saying new year,positive,0.14,0.683,0.177,0.296
"['regardless', 'result', 'performance', 'noussair', 'mazraoui', 'put', 'min', 'whilst', 'fasting', 'month', 'ramadan']",regardless result performance noussair mazraoui put min whilst fasting month ramadan,neutral,0.0,1.0,0.0,0.0
"['regularly', 'see', 'institutional', 'guidance', 'instructing', 'staff', 'members', 'eat', 'drink', 'presence', 'colleagues', 'fasting', 'ramadan', 'surely', 'respect', 'religious', 'practises', 'extend', 'pressurised', 'compliance', 'practises']",regularly see institutional guidance instructing staff members eat drink presence colleagues fasting ramadan surely respect religious practises extend pressurised compliance practises,positive,0.054,0.651,0.295,0.743
"['remember', 'ramadan', 'kyrie', 'last', 'year', 'context', 'kyrie', 'irving', 'muslim', 'fasts', 'sunrise', 'sunset', 'month-long', 'period', 'year', 'march', 'april', 'kyrie', 'fire', 'last', 'year s', 'ramadan', 'per', '', 'ppg', 'apg', 'rpg']",remember ramadan kyrie last year context kyrie irving muslim fasts sunrise sunset month-long period year march april kyrie fire last year s ramadan per ppg apg rpg,negative,0.085,0.915,0.0,-0.34
"['residents', 'organize', 'communal', 'iftar', 'rafah', 'third', 'day', 'ramadan']",residents organize communal iftar rafah third day ramadan,neutral,0.0,1.0,0.0,0.0
"['respecting', 'women', 'first', 'step', 'toward', 'achieving', 'true', 'gender', 'equality', 'good', 'morning', 'ramadan', 'kareem']",respecting women first step toward achieving true gender equality good morning ramadan kareem,positive,0.0,0.529,0.471,0.836
"['returned', 'market', 'without', 'buying', 'anything', 'palestinians', 'preparing', 'ramadan', 'say', 'cannot', 'afford', 'food', 'prices', 'soar', 'israel', 'blocked', 'aid', 'trucks', 'entering', 'gaza']",returned market without buying anything palestinians preparing ramadan say cannot afford food prices soar israel blocked aid trucks entering gaza,negative,0.1,0.9,0.0,-0.2732
"['right', 'bots', 'evolving', 'one', 'replied', 'w', 'n', 'de', 'today', 'like', 'framadan']",right bots evolving one replied w n de today like framadan,positive,0.0,0.8,0.2,0.3612
"['rip', 'great', 'britain', '', 'king', 'charles', 'hosts', 'ramadan', 'iftar', 'windsor', 'castle', 'first', 'time', 'uk', 'naya', 'pakistan']",rip great britain king charles hosts ramadan iftar windsor castle first time uk naya pakistan,positive,0.0,0.773,0.227,0.6249
"['ruins', 'destroyed', 'home', 'despite', 'cold', 'without', 'shelter', 'palestinian', 'family', 'share', 'ramadan', 'breakfast', 'gaza']",ruins destroyed home despite cold without shelter palestinian family share ramadan breakfast gaza,negative,0.333,0.546,0.12,-0.5994
"['sadiq', 'khan', 'mayor', 'london', 'love', 'london', 'interested', 'promoting', 'ramadan', 'destroyed', 'beautiful', 'capital', 'made', 'lawless', 'unforgivable', 'jail', 'agree']",sadiq khan mayor london love london interested promoting ramadan destroyed beautiful capital made lawless unforgivable jail agree,positive,0.107,0.367,0.527,0.9118
"['sami', 'zayn', 'wrestled', 'brutal', 'unsanctioned', 'match', 'month', 'ramadan', 'warrior']",sami zayn wrestled brutal unsanctioned match month ramadan warrior,negative,0.339,0.661,0.0,-0.6249
"['saudi', 'arabia', 'trying', 'decrease', 'extremism', 'ramadan', 'western', 'countries', 'welcome', 'islamist', 'preachers', 'terror', 'sympathizers', 'open', 'arms', 'saudi', 'arabia', 'cracking', 'let', 'sink']",saudi arabia trying decrease extremism ramadan western countries welcome islamist preachers terror sympathizers open arms saudi arabia cracking let sink,negative,0.139,0.738,0.123,-0.1027
"['saudi', 'crown', 'prince', 'mbs', 'slays', 'radicalism', 'saudi', 'arabia', 'redefines', 'islamic', 'law', 'vision', 'mbs', 'limits', 'hadith', 'mutawatir', 'sidelining', 'curb', 'extremism', 'align', 'modern', 'governance', 'bold', 'step', 'toward', 'moderation', 'may', 'mbs', 'live', 'long', 'well', 'ramadan']",saudi crown prince mbs slays radicalism saudi arabia redefines islamic law vision mbs limits hadith mutawatir sidelining curb extremism align modern governance bold step toward moderation may mbs live long well ramadan,positive,0.0,0.812,0.188,0.6908
"['saw', 'news', 'anakalaev', 'ramadan', 'fight', 'camp', 'eat', 'fun', 'thing', 'alex', 'used', 'muslim', 'still', 'know', 'maybe', 'alex', 'much', 'fasting', 'adept', 'may', 'allah', 'bless', 'bring', 'good', 'fight']",saw news anakalaev ramadan fight camp eat fun thing alex used muslim still know maybe alex much fasting adept may allah bless bring good fight,positive,0.152,0.585,0.263,0.5859
"['say', 'du a', 'every', 'night', 'ramadan', 'included', 'list', '']",say du a every night ramadan included list,neutral,0.0,1.0,0.0,0.0
"['', 'scenes', 'isha', 'tarawih', 'prayers', 'blessed', 'al-aqsa', 'mosque', 'first', 'day', 'ramadan']",scenes isha tarawih prayers blessed al-aqsa mosque first day ramadan,positive,0.0,0.698,0.302,0.5994
"['sch', 'pondok', 'ramadan', 'online', 'guys']",sch pondok ramadan online guys,neutral,0.0,1.0,0.0,0.0
"['second', 'annual', 'iftar', 'outside', 'imperial', 'israeli', 'embassy', 'dc', 'ramadan', 'mubarak']",second annual iftar outside imperial israeli embassy dc ramadan mubarak,neutral,0.0,1.0,0.0,0.0
"['see', 'ramadan', 'competition', 'others', 'much', 'qur', 'read', 'must', 'remember', 'reciting', 'allah', '', 'words', 'revealed', 'prophet', '', 'endured', 'much', 'deliver', 'give', 'best', 'due', 'right']",see ramadan competition others much qur read must remember reciting allah words revealed prophet endured much deliver give best due right,positive,0.0,0.826,0.174,0.6369
"['seems', 'israel', 'wants', 'man', 'wear', 'military', 'uniform', 'ramadan', '', 'yen', 'ready', '']",seems israel wants man wear military uniform ramadan yen ready,positive,0.0,0.783,0.217,0.3612
"['set', 'ramadan', 'goals', 'may', 'allah', 'make', 'easy', 'us']",set ramadan goals may allah make easy us,positive,0.0,0.707,0.293,0.4404
"['seyi', 'son', 'president', 'bola', 'tinubu', 'monday', 'evening', 'joined', 'many', 'kano', 'residents', 'including', 'state', 'chairman', 'new', 'nigerian', 'peoples', 'party', 'hashimu', 'dugurawa', 'break', 'third-day', 'ramadan', 'fast']",seyi son president bola tinubu monday evening joined many kano residents including state chairman new nigerian peoples party hashimu dugurawa break third-day ramadan fast,positive,0.0,0.895,0.105,0.4019
"['seyi', 'tinubu', 'today', 'paid', 'visit', 'emir', 'zazzau', 'distributed', 'ramadan', 'packages', 'local', 'community']",seyi tinubu today paid visit emir zazzau distributed ramadan packages local community,neutral,0.0,1.0,0.0,0.0
"['sha', 'allah', 'next', 'ramadan', 'living', 'dua s', 'making', 'ramadan', 'ameen']",sha allah next ramadan living dua s making ramadan ameen,neutral,0.0,1.0,0.0,0.0
"['sha', 'allah', 'ramadan', 'fix', 'heart', '']",sha allah ramadan fix heart,positive,0.0,0.488,0.512,0.6369
"['shaytan', 'chained', 'ram dan', 'still', 'bad', 'thoughts', 'thread']",shaytan chained ram dan still bad thoughts thread,negative,0.333,0.667,0.0,-0.5423
"['shocking', 'jharkhand', 'govt', 'admits', 'schools', 'friday', 'holiday', 'instead', 'sunday', 'bjp', 'mp', 'unearthed', 'startling', 'fact', 'actual', 'numbers', 'could', 'thousands', 'special', 'arrangements', 'weekly', 'namaz', 'ramadan', 'month', 'huge', 'congress', 'ka', 'baap', 'rohit']",shocking jharkhand govt admits schools friday holiday instead sunday bjp mp unearthed startling fact actual numbers could thousands special arrangements weekly namaz ramadan month huge congress ka baap rohit,positive,0.073,0.623,0.304,0.7579
"['shutting', 'times', 'square', 'ramadan']",shutting times square ramadan,neutral,0.0,1.0,0.0,0.0
"['since', 'ramadan', 'round', 'corner', 'let', 'bring', 'back']",since ramadan round corner let bring back,neutral,0.0,1.0,0.0,0.0
"['sitting', 'next', 'making', 'video', 'chest', 'abdul', 'caught', 'beaten', 'women', 'ramadan']",sitting next making video chest abdul caught beaten women ramadan,negative,0.237,0.763,0.0,-0.4215
"['sneako', 'accidentally', 'breaks', 'fast', 'forgets', 'ramadan']",sneako accidentally breaks fast forgets ramadan,negative,0.324,0.676,0.0,-0.34
"['sneako', 'raised', 'palestine', 'ramadan', 'last', 'year', 'inshallah', 'doubles', 'ramadan', 'month', '']",sneako raised palestine ramadan last year inshallah doubles ramadan month,neutral,0.0,1.0,0.0,0.0
"['sneako', 'realizes', 'much', 'better', 'kyrie', 'performs', 'fasting', 'ramadan', '']",sneako realizes much better kyrie performs fasting ramadan,positive,0.0,0.707,0.293,0.4404
"['sneako', 'responds', 'people', 'saying', 'ramadan', 'skipping', 'lunch']",sneako responds people saying ramadan skipping lunch,neutral,0.0,1.0,0.0,0.0
"['son', 'first', 'birthday', 'falling', 'first', 'day', 'ramadan', 'means', 'much']",son first birthday falling first day ramadan means much,negative,0.167,0.833,0.0,-0.1531
"['sonam', 'kapoor', 'wishes', 'ramadan', 'kareem', 'sonam', 'kaoor', 'loves', 'eating', 'mutton', 'chicken', 'eid', 'sonam', 'kapoor', 'loves', 'celebrating', 'xmas', 'thanksgiving', 'stuffed', 'turkey', 'christmas', 'trees', 'sonam', 'kapoor', 'becomes', 'environmentalist', 'peta', 'activist', 'bird', 'lover', 'wali', 'holi', 'kite']",sonam kapoor wishes ramadan kareem sonam kaoor loves eating mutton chicken eid sonam kapoor loves celebrating xmas thanksgiving stuffed turkey christmas trees sonam kapoor becomes environmentalist peta activist bird lover wali holi kite,positive,0.0,0.629,0.371,0.9477
"['spain', 'restaurateur', 'threatened', 'staying', 'open', 'day', 'ramadan', 'remain', 'open', 'also', 'put', 'ham', 'tables', 'big', 'middle', 'finger']",spain restaurateur threatened staying open day ramadan remain open also put ham tables big middle finger,negative,0.167,0.833,0.0,-0.4588
"['speaks', 'nigerian', 'students', 'shameful', 'silence', 'nans', 'recent', 'closure', 'schools', 'northern', 'states', 'due', 'ramadan', 'exposed', 'failure', 'national', 'association', 'nigerian', 'students', 'nans', 'fulfil', 'fundamental', 'duty', 'voice']",speaks nigerian students shameful silence nans recent closure schools northern states due ramadan exposed failure national association nigerian students nans fulfil fundamental duty voice,negative,0.271,0.729,0.0,-0.7783
"['special', 'ramadan', 'session', 'iftar', 'course']",special ramadan session iftar course,positive,0.0,0.597,0.403,0.4019
"['speed', 'wishes', 'everyone', 'ramadan', 'mubarak', '']",speed wishes everyone ramadan mubarak,positive,0.0,0.714,0.286,0.1531
"['spend', 'year', 'feeding', 'bodies', 'neglecting', 'souls', 'ramadan', 'divine', 'reset', 'never', 'knew', 'needed']",spend year feeding bodies neglecting souls ramadan divine reset never knew needed,positive,0.166,0.613,0.221,0.2263
"['sports', 'ramadan', 'breakfasting']",sports ramadan breakfasting,neutral,0.0,1.0,0.0,0.0
"['st', 'night', 'ramadan', 'taraweeh', 'prayers', 'makkah']",st night ramadan taraweeh prayers makkah,neutral,0.0,1.0,0.0,0.0
"['starmer', 'parliament', 'ramadan', 'event', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'gaza', 'suffering', 'palestinians', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'yen']",starmer parliament ramadan event difficult time muslims uk pain conflict gaza suffering palestinians difficult time muslims uk pain conflict yen,negative,0.598,0.402,0.0,-0.9538
"['started', 'vs', 'going', 'ramadan']",started vs going ramadan,neutral,0.0,1.0,0.0,0.0
"['starting', 'ramadan', 'intense', 'work']",starting ramadan intense work,positive,0.0,0.698,0.302,0.0772
"['still', 'feel', 'pain', 'human', 'ramadan', 'gaza']",still feel pain human ramadan gaza,negative,0.398,0.602,0.0,-0.5106
"['stoke-on-trent', 'train', 'station', 'muslims', 'breaking', 'ramadan', 'fast', 'offered', 'free', 'halal', 'food', 'meanwhile', 'local', 'homeless', 'area', 'given', 'nothing', 'country', 'joke']",stoke-on-trent train station muslims breaking ramadan fast offered free halal food meanwhile local homeless area given nothing country joke,positive,0.085,0.766,0.149,0.3425
"['stood', 'deck', 'right', 'listening', 'birds', 'tweeting', 'looking', 'beautiful', 'moon', 'happy', 'shrove', 'tuesday', 'prince', 'charles', 'calls', 'king', 'charles', 'calls', 'ramadan']",stood deck right listening birds tweeting looking beautiful moon happy shrove tuesday prince charles calls king charles calls ramadan,positive,0.0,0.691,0.309,0.8225
"['stopped', 'ramadan', 'may', 'allah', 'distance', 'forever', 'started', 'ramadan', 'may', 'allah', 'strengthen', 'sustain', 'beyond', 'ramadan', 'aameen']",stopped ramadan may allah distance forever started ramadan may allah strengthen sustain beyond ramadan aameen,positive,0.11,0.756,0.134,0.1027
"['struggling', 'parc', 'des', 'princes', 'stadium', 'ramadan', 'could', 'never', 'us']",struggling parc des princes stadium ramadan could never us,negative,0.259,0.741,0.0,-0.4215
"['subhan', 'allah', 'amazing', 'see', 'ummah', 'preparing', 'asr', 'th', 'day', 'ramadan']",subhan allah amazing see ummah preparing asr th day ramadan,positive,0.0,0.703,0.297,0.5859
"['sunnah', 'complete', 'qur an', 'month', 'ramadan']",sunnah complete qur an month ramadan,neutral,0.0,1.0,0.0,0.0
"['sunnah', 'way', 'break', 'fast', 'ramad n', '', 'thread']",sunnah way break fast ramad n thread,neutral,0.0,1.0,0.0,0.0
"['supercharge', 'trades', 'win', 'usdt', 'prize', 'pool', 'join', 'kucoin', 'futures', 'trading', 'competition', 'ramadan', 'compete', 'share', 'prize', 'pool', 'kucoin', 'futurestrading', 'ramadantrading']",supercharge trades win usdt prize pool join kucoin futures trading competition ramadan compete share prize pool kucoin futurestrading ramadantrading,positive,0.0,0.486,0.514,0.93
"['support', 'successfully', 'launched', 'first', 'food', 'pack', 'distribution', 'drive', 'providing', 'iftar', 'dinners', 'food', 'packs', 'families', 'anarkali', 'lahore', 'beginning', 'join', 'us', 'spreading', 'kindness', 'ensuring', 'one', 'goes', 'hungry', 'ramadan']",support successfully launched first food pack distribution drive providing iftar dinners food packs families anarkali lahore beginning join us spreading kindness ensuring one goes hungry ramadan,positive,0.0,0.576,0.424,0.9136
"['talib', 'afghanistan', 'women', 'banned', 'praying', 'mosques', 'holy', 'month', 'ramadan', 'ban', 'enforced', 'herat', 'kandahar', 'women', 'forcibly', 'expelled', 'mosques', 'taraweeh', 'prayers', 'kandahar']",talib afghanistan women banned praying mosques holy month ramadan ban enforced herat kandahar women forcibly expelled mosques taraweeh prayers kandahar,negative,0.317,0.59,0.092,-0.7269
"['talib', 'leaders', 'live', 'luxury', 'afghan', 'burqa-clad', 'women', 'beg', 'piece', 'bread', 'ramadan', 'khost', 'city', 'heartland', 'haqqanis', 'women', 'work', 'un-islamic', 'begging', 'streets', 'somehow', 'islamic', 'acceptable']",talib leaders live luxury afghan burqa-clad women beg piece bread ramadan khost city heartland haqqanis women work un-islamic begging streets somehow islamic acceptable,positive,0.0,0.905,0.095,0.3182
"['talib', 'welcomed', 'american', 'porn', 'star', 'whitney', 'wright', 'holy', 'month', 'ramadan', 'granting', 'visa', 'security', 'escort', 'access', 'multiple', 'cities', 'including', 'kabul', 'herat', 'mazar-i-sharif', 'bamyan', 'shared', 'photos', 'band-e', 'amir', 'afghan', 'women', 'banned']",talib welcomed american porn star whitney wright holy month ramadan granting visa security escort access multiple cities including kabul herat mazar-i-sharif bamyan shared photos band-e amir afghan women banned,positive,0.082,0.658,0.26,0.6705
"['taraweeh', 'arrives', 'ramadan', 'soothes', 'soul', 'leaves', 'us', 'full', 'blessings']",taraweeh arrives ramadan soothes soul leaves us full blessings,positive,0.0,0.696,0.304,0.5423
"['taraweeh', 'prayers', 'masjid', 'al', 'haram', 'th', 'night', 'ramadan']",taraweeh prayers masjid al haram th night ramadan,neutral,0.0,1.0,0.0,0.0
"['tate', 'brothers', 'feeding', 'hundreds', 'orphans', 'ramadan', '']",tate brothers feeding hundreds orphans ramadan,neutral,0.0,1.0,0.0,0.0
"['taxpayer', 'funded', 'ramadan', 'food', 'packs', 'muslim', 'prisoners', 'rewarding', 'muslim', 'rapists', 'prison']",taxpayer funded ramadan food packs muslim prisoners rewarding muslim rapists prison,negative,0.512,0.329,0.16,-0.8176
"['tell', 'vatican', 'state', 'apostasy', 'celebrates', 'ramadan', 'equivalent', 'lent']",tell vatican state apostasy celebrates ramadan equivalent lent,positive,0.0,0.654,0.346,0.5719
"['ten', 'du as', 'change', 'life', 'ramadan', '', 'thread']",ten du as change life ramadan thread,neutral,0.0,1.0,0.0,0.0
"['th', 'ramadan', 'prayer', 'ya', 'rabbi', 'give', 'jobs', 'jobless']",th ramadan prayer ya rabbi give jobs jobless,neutral,0.0,1.0,0.0,0.0
"['th', 'ramadan', 'wanna', 'share', 'shortest', 'powerful', 'dua', 'allahuma', 'inni', 'alukal-afiyah']",th ramadan wanna share shortest powerful dua allahuma inni alukal-afiyah,positive,0.0,0.615,0.385,0.6124
